Entity,Code,Date,Total confirmed cases of COVID-19 (cases)
Cambodia,KHM,15-04-2020,122
Cambodia,KHM,16-04-2020,122
Cambodia,KHM,17-04-2020,122
Cambodia,KHM,18-04-2020,122
Cameroon,CMR,07-03-2020,1
Cameroon,CMR,09-03-2020,2
Cameroon,CMR,15-03-2020,3
Cameroon,CMR,16-03-2020,4
Cameroon,CMR,17-03-2020,4
Cameroon,CMR,18-03-2020,10
Cameroon,CMR,19-03-2020,10
Cameroon,CMR,20-03-2020,14
Cameroon,CMR,21-03-2020,27
Cameroon,CMR,22-03-2020,27
Cameroon,CMR,23-03-2020,27
Cameroon,CMR,24-03-2020,56
Cameroon,CMR,25-03-2020,72
Cameroon,CMR,26-03-2020,72
Cameroon,CMR,27-03-2020,88
Cameroon,CMR,28-03-2020,88
Cameroon,CMR,29-03-2020,99
Cameroon,CMR,30-03-2020,99
Cameroon,CMR,31-03-2020,142
Cameroon,CMR,01-04-2020,193
Cameroon,CMR,02-04-2020,233
Cameroon,CMR,03-04-2020,271
Cameroon,CMR,04-04-2020,509
Cameroon,CMR,05-04-2020,555
Cameroon,CMR,06-04-2020,650
Cameroon,CMR,07-04-2020,658
Cameroon,CMR,08-04-2020,685
Cameroon,CMR,09-04-2020,730
Cameroon,CMR,10-04-2020,730
Cameroon,CMR,11-04-2020,803
Cameroon,CMR,12-04-2020,820
Cameroon,CMR,13-04-2020,820
Cameroon,CMR,14-04-2020,820
Cameroon,CMR,15-04-2020,855
Cameroon,CMR,16-04-2020,855
Cameroon,CMR,17-04-2020,855
Cameroon,CMR,18-04-2020,1016
Canada,CAN,31-12-2019,0
Canada,CAN,01-01-2020,0
Canada,CAN,02-01-2020,0
Canada,CAN,03-01-2020,0
Canada,CAN,04-01-2020,0
Canada,CAN,05-01-2020,0
Canada,CAN,06-01-2020,0
Canada,CAN,07-01-2020,0
Canada,CAN,08-01-2020,0
Canada,CAN,09-01-2020,0
Canada,CAN,10-01-2020,0
Canada,CAN,11-01-2020,0
Canada,CAN,12-01-2020,0
Canada,CAN,13-01-2020,0
Canada,CAN,14-01-2020,0
Canada,CAN,15-01-2020,0
Canada,CAN,16-01-2020,0
Canada,CAN,17-01-2020,0
Canada,CAN,18-01-2020,0
Canada,CAN,19-01-2020,0
Canada,CAN,20-01-2020,0
Canada,CAN,21-01-2020,0
Canada,CAN,22-01-2020,0
Canada,CAN,23-01-2020,0
Canada,CAN,24-01-2020,0
Canada,CAN,25-01-2020,0
Canada,CAN,26-01-2020,1
Canada,CAN,27-01-2020,1
Canada,CAN,28-01-2020,2
Canada,CAN,29-01-2020,3
Canada,CAN,30-01-2020,3
Canada,CAN,31-01-2020,3
Canada,CAN,01-02-2020,4
Canada,CAN,02-02-2020,4
Canada,CAN,03-02-2020,4
Canada,CAN,04-02-2020,4
Canada,CAN,05-02-2020,5
Canada,CAN,06-02-2020,5
Canada,CAN,07-02-2020,7
Canada,CAN,08-02-2020,7
Canada,CAN,09-02-2020,7
Canada,CAN,10-02-2020,7
Canada,CAN,11-02-2020,7
Canada,CAN,12-02-2020,7
Canada,CAN,13-02-2020,7
Canada,CAN,14-02-2020,7
Canada,CAN,15-02-2020,8
Canada,CAN,16-02-2020,8
Canada,CAN,17-02-2020,8
Canada,CAN,18-02-2020,8
Canada,CAN,19-02-2020,8
Canada,CAN,20-02-2020,8
Canada,CAN,21-02-2020,9
Canada,CAN,22-02-2020,9
Canada,CAN,23-02-2020,9
Canada,CAN,24-02-2020,9
Canada,CAN,25-02-2020,11
Canada,CAN,26-02-2020,11
Canada,CAN,27-02-2020,12
Canada,CAN,28-02-2020,14
Canada,CAN,29-02-2020,16
Canada,CAN,01-03-2020,20
Canada,CAN,02-03-2020,24
Canada,CAN,03-03-2020,27
Canada,CAN,04-03-2020,30
Canada,CAN,05-03-2020,33
Canada,CAN,06-03-2020,45
Canada,CAN,07-03-2020,51
Canada,CAN,08-03-2020,57
Canada,CAN,09-03-2020,62
Canada,CAN,10-03-2020,77
Canada,CAN,11-03-2020,93
Canada,CAN,12-03-2020,103
Canada,CAN,13-03-2020,138
Canada,CAN,14-03-2020,176
Canada,CAN,15-03-2020,244
Canada,CAN,16-03-2020,304
Canada,CAN,17-03-2020,424
Canada,CAN,18-03-2020,569
Canada,CAN,19-03-2020,690
Canada,CAN,20-03-2020,846
Canada,CAN,21-03-2020,971
Canada,CAN,22-03-2020,1302
Canada,CAN,23-03-2020,1430
Canada,CAN,24-03-2020,1646
Canada,CAN,25-03-2020,1959
Canada,CAN,26-03-2020,3385
Canada,CAN,27-03-2020,4018
Canada,CAN,28-03-2020,4675
Canada,CAN,29-03-2020,5386
Canada,CAN,30-03-2020,6255
Canada,CAN,31-03-2020,7424
Canada,CAN,01-04-2020,8536
Canada,CAN,02-04-2020,9595
Canada,CAN,03-04-2020,11268
Canada,CAN,04-04-2020,12519
Canada,CAN,05-04-2020,13882
Canada,CAN,06-04-2020,15496
Canada,CAN,07-04-2020,16653
Canada,CAN,08-04-2020,17883
Canada,CAN,09-04-2020,19274
Canada,CAN,10-04-2020,20748
Canada,CAN,11-04-2020,22133
Canada,CAN,12-04-2020,23301
Canada,CAN,13-04-2020,24365
Canada,CAN,14-04-2020,25663
Canada,CAN,15-04-2020,27046
Canada,CAN,16-04-2020,28364
Canada,CAN,17-04-2020,30081
Canada,CAN,18-04-2020,31872
Cape Verde,CPV,21-03-2020,2
Cape Verde,CPV,22-03-2020,3
Cape Verde,CPV,23-03-2020,3
Cape Verde,CPV,24-03-2020,3
Cape Verde,CPV,25-03-2020,3
Cape Verde,CPV,26-03-2020,4
Cape Verde,CPV,27-03-2020,5
Cape Verde,CPV,28-03-2020,5
Cape Verde,CPV,29-03-2020,5
Cape Verde,CPV,30-03-2020,5
Cape Verde,CPV,31-03-2020,5
Cape Verde,CPV,01-04-2020,6
Cape Verde,CPV,02-04-2020,6
Cape Verde,CPV,03-04-2020,6
Cape Verde,CPV,04-04-2020,6
Cape Verde,CPV,05-04-2020,7
Cape Verde,CPV,06-04-2020,7
Cape Verde,CPV,07-04-2020,7
Cape Verde,CPV,08-04-2020,7
Cape Verde,CPV,09-04-2020,7
Cape Verde,CPV,10-04-2020,7
Cape Verde,CPV,11-04-2020,7
Cape Verde,CPV,12-04-2020,8
Cape Verde,CPV,13-04-2020,10
Cape Verde,CPV,14-04-2020,10
Cape Verde,CPV,15-04-2020,11
Cape Verde,CPV,16-04-2020,55
Cape Verde,CPV,17-04-2020,55
Cape Verde,CPV,18-04-2020,56
Cayman Islands,CYM,20-03-2020,1
Cayman Islands,CYM,21-03-2020,3
Cayman Islands,CYM,22-03-2020,3
Cayman Islands,CYM,23-03-2020,3
Cayman Islands,CYM,24-03-2020,3
Cayman Islands,CYM,25-03-2020,3
Cayman Islands,CYM,26-03-2020,3
Cayman Islands,CYM,27-03-2020,6
Cayman Islands,CYM,28-03-2020,8
Cayman Islands,CYM,29-03-2020,8
Cayman Islands,CYM,30-03-2020,8
Cayman Islands,CYM,31-03-2020,12
Cayman Islands,CYM,01-04-2020,14
Cayman Islands,CYM,02-04-2020,22
Cayman Islands,CYM,03-04-2020,28
Cayman Islands,CYM,04-04-2020,29
Cayman Islands,CYM,05-04-2020,35
Cayman Islands,CYM,06-04-2020,39
Cayman Islands,CYM,07-04-2020,39
Cayman Islands,CYM,08-04-2020,45
Cayman Islands,CYM,09-04-2020,45
Cayman Islands,CYM,10-04-2020,45
Cayman Islands,CYM,11-04-2020,45
Cayman Islands,CYM,12-04-2020,53
Cayman Islands,CYM,13-04-2020,53
Cayman Islands,CYM,14-04-2020,53
Cayman Islands,CYM,15-04-2020,54
Cayman Islands,CYM,16-04-2020,60
Cayman Islands,CYM,17-04-2020,61
Cayman Islands,CYM,18-04-2020,61
Central African Republic,CAF,16-03-2020,1
Central African Republic,CAF,17-03-2020,1
Central African Republic,CAF,18-03-2020,1
Central African Republic,CAF,19-03-2020,1
Central African Republic,CAF,20-03-2020,1
Central African Republic,CAF,21-03-2020,1
Central African Republic,CAF,22-03-2020,3
Central African Republic,CAF,23-03-2020,4
Central African Republic,CAF,24-03-2020,4
Central African Republic,CAF,25-03-2020,4
Central African Republic,CAF,26-03-2020,4
Central African Republic,CAF,27-03-2020,5
Central African Republic,CAF,28-03-2020,5
Central African Republic,CAF,29-03-2020,6
Central African Republic,CAF,30-03-2020,6
Central African Republic,CAF,31-03-2020,6
Central African Republic,CAF,01-04-2020,6
Central African Republic,CAF,02-04-2020,8
Central African Republic,CAF,03-04-2020,8
Central African Republic,CAF,04-04-2020,8
Central African Republic,CAF,05-04-2020,9
Central African Republic,CAF,06-04-2020,9
Central African Republic,CAF,07-04-2020,9
Central African Republic,CAF,08-04-2020,9
Central African Republic,CAF,09-04-2020,10
Central African Republic,CAF,10-04-2020,11
Central African Republic,CAF,11-04-2020,11
Central African Republic,CAF,12-04-2020,11
Central African Republic,CAF,13-04-2020,11
Central African Republic,CAF,14-04-2020,11
Central African Republic,CAF,15-04-2020,11
Central African Republic,CAF,16-04-2020,11
Central African Republic,CAF,17-04-2020,12
Central African Republic,CAF,18-04-2020,12
Chad,TCD,20-03-2020,1
Chad,TCD,21-03-2020,1
Chad,TCD,22-03-2020,2
Chad,TCD,23-03-2020,2
Chad,TCD,24-03-2020,2
Chad,TCD,25-03-2020,3
Chad,TCD,26-03-2020,3
Chad,TCD,27-03-2020,5
Chad,TCD,28-03-2020,5
Chad,TCD,29-03-2020,5
Chad,TCD,30-03-2020,5
Chad,TCD,31-03-2020,7
Chad,TCD,01-04-2020,7
Chad,TCD,02-04-2020,7
Chad,TCD,03-04-2020,7
Chad,TCD,04-04-2020,7
Chad,TCD,05-04-2020,8
Chad,TCD,06-04-2020,9
Chad,TCD,07-04-2020,9
Chad,TCD,08-04-2020,9
Chad,TCD,09-04-2020,10
Chad,TCD,10-04-2020,11
Chad,TCD,11-04-2020,11
Chad,TCD,12-04-2020,11
Chad,TCD,13-04-2020,15
Chad,TCD,14-04-2020,23
Chad,TCD,15-04-2020,23
Chad,TCD,16-04-2020,27
Chad,TCD,17-04-2020,27
Chad,TCD,18-04-2020,33
Chile,CHL,04-03-2020,1
Chile,CHL,05-03-2020,3
Chile,CHL,06-03-2020,4
Chile,CHL,07-03-2020,5
Chile,CHL,09-03-2020,10
Chile,CHL,10-03-2020,13
Chile,CHL,11-03-2020,17
Chile,CHL,12-03-2020,23
Chile,CHL,13-03-2020,33
Chile,CHL,14-03-2020,43
Chile,CHL,15-03-2020,61
Chile,CHL,16-03-2020,75
Chile,CHL,17-03-2020,156
Chile,CHL,18-03-2020,201
Chile,CHL,19-03-2020,238
Chile,CHL,20-03-2020,342
Chile,CHL,21-03-2020,434
Chile,CHL,22-03-2020,537
Chile,CHL,23-03-2020,632
Chile,CHL,24-03-2020,746
Chile,CHL,25-03-2020,922
Chile,CHL,26-03-2020,1142
Chile,CHL,27-03-2020,1306
Chile,CHL,28-03-2020,1610
Chile,CHL,29-03-2020,1909
Chile,CHL,30-03-2020,2139
Chile,CHL,31-03-2020,2449
Chile,CHL,01-04-2020,2738
Chile,CHL,02-04-2020,3031
Chile,CHL,03-04-2020,3404
Chile,CHL,04-04-2020,3737
Chile,CHL,05-04-2020,4161
Chile,CHL,06-04-2020,4471
Chile,CHL,07-04-2020,4815
Chile,CHL,08-04-2020,5116
Chile,CHL,09-04-2020,5546
Chile,CHL,10-04-2020,5972
Chile,CHL,11-04-2020,6501
Chile,CHL,12-04-2020,6927
Chile,CHL,13-04-2020,7213
Chile,CHL,14-04-2020,7525
Chile,CHL,15-04-2020,7917
Chile,CHL,16-04-2020,8273
Chile,CHL,17-04-2020,8807
Chile,CHL,18-04-2020,9252
China,CHN,31-12-2019,27
China,CHN,01-01-2020,27
China,CHN,02-01-2020,27
China,CHN,03-01-2020,44
China,CHN,04-01-2020,44
China,CHN,05-01-2020,59
China,CHN,06-01-2020,59
China,CHN,07-01-2020,59
China,CHN,08-01-2020,59
China,CHN,09-01-2020,59
China,CHN,10-01-2020,59
China,CHN,11-01-2020,59
China,CHN,12-01-2020,59
China,CHN,13-01-2020,59
China,CHN,14-01-2020,59
China,CHN,15-01-2020,59
China,CHN,16-01-2020,59
China,CHN,17-01-2020,63
China,CHN,18-01-2020,80
China,CHN,19-01-2020,216
China,CHN,20-01-2020,235
China,CHN,21-01-2020,386
China,CHN,22-01-2020,526
China,CHN,23-01-2020,623
China,CHN,24-01-2020,882
China,CHN,25-01-2020,1323
China,CHN,26-01-2020,1988
China,CHN,27-01-2020,2775
China,CHN,28-01-2020,4528
China,CHN,29-01-2020,5994
China,CHN,30-01-2020,7734
China,CHN,31-01-2020,9714
China,CHN,01-02-2020,11809
China,CHN,02-02-2020,14399
China,CHN,03-02-2020,17211
China,CHN,04-02-2020,20448
China,CHN,05-02-2020,24320
China,CHN,06-02-2020,28047
China,CHN,07-02-2020,31207
China,CHN,08-02-2020,34625
China,CHN,09-02-2020,37232
China,CHN,10-02-2020,40206
China,CHN,11-02-2020,42696
China,CHN,12-02-2020,44724
China,CHN,13-02-2020,59865
China,CHN,14-02-2020,64021
China,CHN,15-02-2020,66559
China,CHN,16-02-2020,68566
China,CHN,17-02-2020,70618
China,CHN,18-02-2020,72508
China,CHN,19-02-2020,74258
China,CHN,20-02-2020,74652
China,CHN,21-02-2020,75543
China,CHN,22-02-2020,76369
China,CHN,23-02-2020,77016
China,CHN,24-02-2020,77234
China,CHN,25-02-2020,77749
China,CHN,26-02-2020,78159
China,CHN,27-02-2020,78598
China,CHN,28-02-2020,78927
China,CHN,29-02-2020,79355
China,CHN,01-03-2020,79929
China,CHN,02-03-2020,80134
China,CHN,03-03-2020,80261
China,CHN,04-03-2020,80380
China,CHN,05-03-2020,80497
China,CHN,06-03-2020,80667
China,CHN,07-03-2020,80768
China,CHN,08-03-2020,80814
China,CHN,09-03-2020,80859
China,CHN,10-03-2020,80879
China,CHN,11-03-2020,80908
China,CHN,12-03-2020,80932
China,CHN,13-03-2020,80954
China,CHN,14-03-2020,80973
China,CHN,15-03-2020,80995
China,CHN,16-03-2020,81020
China,CHN,17-03-2020,81063
China,CHN,18-03-2020,81086
China,CHN,19-03-2020,81130
China,CHN,20-03-2020,81229
China,CHN,21-03-2020,81281
China,CHN,22-03-2020,81346
China,CHN,23-03-2020,81484
China,CHN,24-03-2020,81553
China,CHN,25-03-2020,81631
China,CHN,26-03-2020,81733
China,CHN,27-03-2020,81827
China,CHN,28-03-2020,81946
China,CHN,29-03-2020,82059
China,CHN,30-03-2020,82157
China,CHN,31-03-2020,82241
China,CHN,01-04-2020,82295
China,CHN,02-04-2020,82395
China,CHN,03-04-2020,82465
China,CHN,04-04-2020,82527
China,CHN,05-04-2020,82575
China,CHN,06-04-2020,82642
China,CHN,07-04-2020,82698
China,CHN,08-04-2020,82784
China,CHN,09-04-2020,82870
China,CHN,10-04-2020,82925
China,CHN,11-04-2020,83004
China,CHN,12-04-2020,83097
China,CHN,13-04-2020,83209
China,CHN,14-04-2020,83303
China,CHN,15-04-2020,83352
China,CHN,16-04-2020,83402
China,CHN,17-04-2020,83754
China,CHN,18-04-2020,83785
Colombia,COL,07-03-2020,1
Colombia,COL,10-03-2020,3
Colombia,COL,12-03-2020,9
Colombia,COL,14-03-2020,16
Colombia,COL,15-03-2020,34
Colombia,COL,16-03-2020,45
Colombia,COL,17-03-2020,57
Colombia,COL,18-03-2020,65
Colombia,COL,19-03-2020,102
Colombia,COL,20-03-2020,128
Colombia,COL,21-03-2020,158
Colombia,COL,22-03-2020,210
Colombia,COL,23-03-2020,235
Colombia,COL,24-03-2020,306
Colombia,COL,25-03-2020,378
Colombia,COL,26-03-2020,470
Colombia,COL,27-03-2020,491
Colombia,COL,28-03-2020,539
Colombia,COL,29-03-2020,608
Colombia,COL,30-03-2020,702
Colombia,COL,31-03-2020,798
Colombia,COL,01-04-2020,906
Colombia,COL,02-04-2020,1065
Colombia,COL,03-04-2020,1161
Colombia,COL,04-04-2020,1267
Colombia,COL,05-04-2020,1406
Colombia,COL,06-04-2020,1485
Colombia,COL,07-04-2020,1579
Colombia,COL,08-04-2020,1780
Colombia,COL,09-04-2020,2054
Colombia,COL,10-04-2020,2223
Colombia,COL,11-04-2020,2473
Colombia,COL,12-04-2020,2709
Colombia,COL,13-04-2020,2776
Colombia,COL,14-04-2020,2852
Colombia,COL,15-04-2020,2979
Colombia,COL,16-04-2020,3105
Colombia,COL,17-04-2020,3233
Colombia,COL,18-04-2020,3439
Congo,COG,16-03-2020,1
Congo,COG,17-03-2020,1
Congo,COG,18-03-2020,1
Congo,COG,19-03-2020,3
Congo,COG,20-03-2020,3
Congo,COG,21-03-2020,3
Congo,COG,22-03-2020,4
Congo,COG,23-03-2020,4
Congo,COG,24-03-2020,4
Congo,COG,25-03-2020,4
Congo,COG,26-03-2020,4
Congo,COG,27-03-2020,4
Congo,COG,28-03-2020,4
Congo,COG,29-03-2020,19
Congo,COG,30-03-2020,19
Congo,COG,31-03-2020,19
Congo,COG,01-04-2020,22
Congo,COG,02-04-2020,22
Congo,COG,03-04-2020,41
Congo,COG,04-04-2020,41
Congo,COG,05-04-2020,45
Congo,COG,06-04-2020,45
Congo,COG,07-04-2020,45
Congo,COG,08-04-2020,45
Congo,COG,09-04-2020,60
Congo,COG,10-04-2020,60
Congo,COG,11-04-2020,60
Congo,COG,12-04-2020,60
Congo,COG,13-04-2020,70
Congo,COG,14-04-2020,70
Congo,COG,15-04-2020,74
Congo,COG,16-04-2020,117
Congo,COG,17-04-2020,117
Congo,COG,18-04-2020,143
Costa Rica,CRI,07-03-2020,1
Costa Rica,CRI,09-03-2020,5
Costa Rica,CRI,10-03-2020,9
Costa Rica,CRI,11-03-2020,13
Costa Rica,CRI,12-03-2020,22
Costa Rica,CRI,13-03-2020,23
Costa Rica,CRI,14-03-2020,26
Costa Rica,CRI,15-03-2020,27
Costa Rica,CRI,16-03-2020,35
Costa Rica,CRI,17-03-2020,41
Costa Rica,CRI,18-03-2020,50
Costa Rica,CRI,19-03-2020,69
Costa Rica,CRI,20-03-2020,87
Costa Rica,CRI,21-03-2020,113
Costa Rica,CRI,22-03-2020,117
Costa Rica,CRI,23-03-2020,134
Costa Rica,CRI,24-03-2020,158
Costa Rica,CRI,25-03-2020,177
Costa Rica,CRI,26-03-2020,201
Costa Rica,CRI,27-03-2020,231
Costa Rica,CRI,28-03-2020,263
Costa Rica,CRI,29-03-2020,295
Costa Rica,CRI,30-03-2020,314
Costa Rica,CRI,31-03-2020,330
Costa Rica,CRI,01-04-2020,347
Costa Rica,CRI,02-04-2020,375
Costa Rica,CRI,03-04-2020,396
Costa Rica,CRI,04-04-2020,416
Costa Rica,CRI,05-04-2020,435
Costa Rica,CRI,06-04-2020,454
Costa Rica,CRI,07-04-2020,467
Costa Rica,CRI,08-04-2020,483
Costa Rica,CRI,09-04-2020,502
Costa Rica,CRI,10-04-2020,539
Costa Rica,CRI,11-04-2020,558
Costa Rica,CRI,12-04-2020,577
Costa Rica,CRI,13-04-2020,595
Costa Rica,CRI,14-04-2020,612
Costa Rica,CRI,15-04-2020,618
Costa Rica,CRI,16-04-2020,626
Costa Rica,CRI,17-04-2020,642
Costa Rica,CRI,18-04-2020,649
Cote d'Ivoire,CIV,12-03-2020,1
Cote d'Ivoire,CIV,15-03-2020,4
Cote d'Ivoire,CIV,16-03-2020,4
Cote d'Ivoire,CIV,17-03-2020,5
Cote d'Ivoire,CIV,18-03-2020,5
Cote d'Ivoire,CIV,19-03-2020,6
Cote d'Ivoire,CIV,20-03-2020,9
Cote d'Ivoire,CIV,21-03-2020,14
Cote d'Ivoire,CIV,22-03-2020,17
Cote d'Ivoire,CIV,23-03-2020,25
Cote d'Ivoire,CIV,24-03-2020,25
Cote d'Ivoire,CIV,25-03-2020,73
Cote d'Ivoire,CIV,26-03-2020,80
Cote d'Ivoire,CIV,27-03-2020,96
Cote d'Ivoire,CIV,28-03-2020,101
Cote d'Ivoire,CIV,29-03-2020,140
Cote d'Ivoire,CIV,30-03-2020,165
Cote d'Ivoire,CIV,31-03-2020,168
Cote d'Ivoire,CIV,01-04-2020,168
Cote d'Ivoire,CIV,02-04-2020,190
Cote d'Ivoire,CIV,03-04-2020,194
Cote d'Ivoire,CIV,04-04-2020,218
Cote d'Ivoire,CIV,05-04-2020,245
Cote d'Ivoire,CIV,06-04-2020,261
Cote d'Ivoire,CIV,07-04-2020,323
Cote d'Ivoire,CIV,08-04-2020,349
Cote d'Ivoire,CIV,09-04-2020,384
Cote d'Ivoire,CIV,10-04-2020,444
Cote d'Ivoire,CIV,11-04-2020,480
Cote d'Ivoire,CIV,12-04-2020,533
Cote d'Ivoire,CIV,13-04-2020,574
Cote d'Ivoire,CIV,14-04-2020,626
Cote d'Ivoire,CIV,15-04-2020,626
Cote d'Ivoire,CIV,16-04-2020,654
Cote d'Ivoire,CIV,17-04-2020,688
Cote d'Ivoire,CIV,18-04-2020,742
Croatia,HRV,31-12-2019,0
Croatia,HRV,01-01-2020,0
Croatia,HRV,02-01-2020,0
Croatia,HRV,03-01-2020,0
Croatia,HRV,04-01-2020,0
Croatia,HRV,05-01-2020,0
Croatia,HRV,06-01-2020,0
Croatia,HRV,07-01-2020,0
Croatia,HRV,08-01-2020,0
Croatia,HRV,09-01-2020,0
Croatia,HRV,10-01-2020,0
Croatia,HRV,11-01-2020,0
Croatia,HRV,12-01-2020,0
Croatia,HRV,13-01-2020,0
Croatia,HRV,14-01-2020,0
Croatia,HRV,15-01-2020,0
Croatia,HRV,16-01-2020,0
Croatia,HRV,17-01-2020,0
Croatia,HRV,18-01-2020,0
Croatia,HRV,19-01-2020,0
Croatia,HRV,20-01-2020,0
Croatia,HRV,21-01-2020,0
Croatia,HRV,22-01-2020,0
Croatia,HRV,23-01-2020,0
Croatia,HRV,24-01-2020,0
Croatia,HRV,25-01-2020,0
Croatia,HRV,26-01-2020,0
Croatia,HRV,27-01-2020,0
Croatia,HRV,28-01-2020,0
Croatia,HRV,29-01-2020,0
Croatia,HRV,30-01-2020,0
Croatia,HRV,31-01-2020,0
Croatia,HRV,01-02-2020,0
Croatia,HRV,02-02-2020,0
Croatia,HRV,03-02-2020,0
Croatia,HRV,04-02-2020,0
Croatia,HRV,05-02-2020,0
Croatia,HRV,06-02-2020,0
Croatia,HRV,07-02-2020,0
Croatia,HRV,08-02-2020,0
Croatia,HRV,09-02-2020,0
Croatia,HRV,10-02-2020,0
Croatia,HRV,11-02-2020,0
Croatia,HRV,12-02-2020,0
Croatia,HRV,13-02-2020,0
Croatia,HRV,14-02-2020,0
Croatia,HRV,15-02-2020,0
Croatia,HRV,16-02-2020,0
Croatia,HRV,17-02-2020,0
Croatia,HRV,18-02-2020,0
Croatia,HRV,19-02-2020,0
Croatia,HRV,20-02-2020,0
Croatia,HRV,21-02-2020,0
Croatia,HRV,22-02-2020,0
Croatia,HRV,23-02-2020,0
Croatia,HRV,24-02-2020,0
Croatia,HRV,25-02-2020,0
Croatia,HRV,26-02-2020,1
Croatia,HRV,27-02-2020,2
Croatia,HRV,28-02-2020,3
Croatia,HRV,29-02-2020,5
Croatia,HRV,01-03-2020,5
Croatia,HRV,02-03-2020,7
Croatia,HRV,03-03-2020,8
Croatia,HRV,04-03-2020,9
Croatia,HRV,06-03-2020,10
Croatia,HRV,07-03-2020,11
Croatia,HRV,08-03-2020,12
Croatia,HRV,11-03-2020,13
Croatia,HRV,12-03-2020,16
Croatia,HRV,13-03-2020,25
Croatia,HRV,14-03-2020,31
Croatia,HRV,15-03-2020,37
Croatia,HRV,16-03-2020,48
Croatia,HRV,17-03-2020,56
Croatia,HRV,18-03-2020,69
Croatia,HRV,19-03-2020,81
Croatia,HRV,20-03-2020,104
Croatia,HRV,21-03-2020,126
Croatia,HRV,22-03-2020,206
Croatia,HRV,23-03-2020,235
Croatia,HRV,24-03-2020,306
Croatia,HRV,25-03-2020,382
Croatia,HRV,26-03-2020,418
Croatia,HRV,27-03-2020,495
Croatia,HRV,28-03-2020,586
Croatia,HRV,29-03-2020,657
Croatia,HRV,30-03-2020,713
Croatia,HRV,31-03-2020,790
Croatia,HRV,01-04-2020,867
Croatia,HRV,02-04-2020,963
Croatia,HRV,03-04-2020,1011
Croatia,HRV,04-04-2020,1079
Croatia,HRV,05-04-2020,1126
Croatia,HRV,06-04-2020,1182
Croatia,HRV,07-04-2020,1222
Croatia,HRV,08-04-2020,1282
Croatia,HRV,09-04-2020,1343
Croatia,HRV,10-04-2020,1407
Croatia,HRV,11-04-2020,1495
Croatia,HRV,12-04-2020,1534
Croatia,HRV,13-04-2020,1600
Croatia,HRV,14-04-2020,1650
Croatia,HRV,15-04-2020,1704
Croatia,HRV,16-04-2020,1741
Croatia,HRV,17-04-2020,1791
Croatia,HRV,18-04-2020,1814
Cuba,CUB,12-03-2020,3
Cuba,CUB,14-03-2020,4
Cuba,CUB,15-03-2020,4
Cuba,CUB,18-03-2020,7
Cuba,CUB,19-03-2020,11
Cuba,CUB,20-03-2020,16
Cuba,CUB,21-03-2020,21
Cuba,CUB,22-03-2020,25
Cuba,CUB,23-03-2020,35
Cuba,CUB,24-03-2020,40
Cuba,CUB,25-03-2020,48
Cuba,CUB,26-03-2020,57
Cuba,CUB,27-03-2020,67
Cuba,CUB,28-03-2020,80
Cuba,CUB,29-03-2020,119
Cuba,CUB,30-03-2020,139
Cuba,CUB,31-03-2020,170
Cuba,CUB,01-04-2020,186
Cuba,CUB,02-04-2020,212
Cuba,CUB,03-04-2020,233
Cuba,CUB,04-04-2020,269
Cuba,CUB,05-04-2020,288
Cuba,CUB,06-04-2020,320
Cuba,CUB,07-04-2020,350
Cuba,CUB,08-04-2020,396
Cuba,CUB,09-04-2020,457
Cuba,CUB,10-04-2020,515
Cuba,CUB,11-04-2020,564
Cuba,CUB,12-04-2020,620
Cuba,CUB,13-04-2020,669
Cuba,CUB,14-04-2020,726
Cuba,CUB,15-04-2020,766
Cuba,CUB,16-04-2020,814
Cuba,CUB,17-04-2020,862
Cuba,CUB,18-04-2020,923
Curacao,CUW,13-03-2020,1
Curacao,CUW,20-03-2020,3
Curacao,CUW,24-03-2020,6
Curacao,CUW,26-03-2020,6
Curacao,CUW,27-03-2020,7
Curacao,CUW,28-03-2020,8
Curacao,CUW,29-03-2020,8
Curacao,CUW,30-03-2020,9
Curacao,CUW,01-04-2020,11
Curacao,CUW,02-04-2020,11
Curacao,CUW,03-04-2020,11
Curacao,CUW,04-04-2020,11
Curacao,CUW,05-04-2020,11
Curacao,CUW,06-04-2020,11
Curacao,CUW,07-04-2020,13
Curacao,CUW,08-04-2020,13
Curacao,CUW,09-04-2020,14
Curacao,CUW,10-04-2020,14
Curacao,CUW,11-04-2020,14
Curacao,CUW,12-04-2020,14
Curacao,CUW,13-04-2020,14
Curacao,CUW,14-04-2020,14
Curacao,CUW,15-04-2020,14
Curacao,CUW,16-04-2020,14
Curacao,CUW,17-04-2020,14
Curacao,CUW,18-04-2020,14
Cyprus,CYP,10-03-2020,2
Cyprus,CYP,12-03-2020,6
Cyprus,CYP,14-03-2020,14
Cyprus,CYP,15-03-2020,21
Cyprus,CYP,16-03-2020,30
Cyprus,CYP,17-03-2020,40
Cyprus,CYP,18-03-2020,40
Cyprus,CYP,19-03-2020,58
Cyprus,CYP,20-03-2020,58
Cyprus,CYP,21-03-2020,67
Cyprus,CYP,22-03-2020,84
Cyprus,CYP,23-03-2020,95
Cyprus,CYP,24-03-2020,116
Cyprus,CYP,25-03-2020,124
Cyprus,CYP,26-03-2020,132
Cyprus,CYP,27-03-2020,146
Cyprus,CYP,28-03-2020,162
Cyprus,CYP,29-03-2020,179
Cyprus,CYP,30-03-2020,214
Cyprus,CYP,31-03-2020,230
Cyprus,CYP,01-04-2020,262
